Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),SPACE1-1:Zone Operative Temperature [C](Hourly),SPACE2-1:Zone Operative Temperature [C](Hourly),SPACE3-1:Zone Operative Temperature [C](Hourly),SPACE4-1:Zone Operative Temperature [C](Hourly),SPACE5-1:Zone Operative Temperature [C](Hourly),SPACE1-1:Zone People Occupant Count [](Hourly),SPACE2-1:Zone People Occupant Count [](Hourly),SPACE3-1:Zone People Occupant Count [](Hourly),SPACE4-1:Zone People Occupant Count [](Hourly),SPACE5-1:Zone People Occupant Count [](Hourly),SPACE1-1:Zone Lights Total Heating Rate [W](Hourly),SPACE2-1:Zone Lights Total Heating Rate [W](Hourly),SPACE3-1:Zone Lights Total Heating Rate [W](Hourly),SPACE4-1:Zone Lights Total Heating Rate [W](Hourly),SPACE5-1:Zone Lights Total Heating Rate [W](Hourly),SPACE1-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE2-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE3-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE4-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE5-1:Zone Electric Equipment Total Heating Rate [W](Hourly),SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),space1,space2,space3,space4,space5,SPACE1-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE2-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE3-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE4-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE5-1:Zone Infiltration Total Heat Loss Energy [J](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 HEATING COIL:Heating Coil Heating Rate [W](Hourly),SPACE1-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE2-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE3-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE4-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),SPACE5-1 COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly)
 10/06  24:00:00,15.7875,21.94561408,21.8909685,21.81612577,21.93191177,22.65117447,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-63191.35007,-28621.32075,-61566.24584,-29531.83786,-132025.0036,0,0,0,0,0,63191.35007,28621.32075,61566.24584,29531.83786,132025.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  01:00:00,14.85,21.63640918,21.59989348,21.52863741,21.62214484,22.38671962,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-37645.09806,-18473.60024,-35956.3094,-19680.86657,-92812.97765,0,0,0,0,0,37645.09806,18473.60024,35956.3094,19680.86657,92812.97765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  02:00:00,14.0875,21.42487217,21.38827225,21.32569254,21.39994137,22.20079847,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,-164.0596627,0,-421.5416142,-4810.610577,0,0,0,0,0,0,164.0596627,0,421.5416142,4810.610577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  03:00:00,13.9,21.3070844,21.25154911,21.20444033,21.25855659,22.10852447,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  04:00:00,13.2125,21.14921287,21.09221547,21.04894398,21.09603728,21.97970508,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-8384.940923,-3987.343269,-8006.127858,-4183.64204,-20430.51603,0,0,0,0,0,8384.940923,3987.343269,8006.127858,4183.64204,20430.51603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  05:00:00,12.425,20.97125238,20.92657015,20.88095511,20.93097867,21.83872616,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-22729.99662,-10823.23426,-21825.85868,-11341.48197,-55599.73512,0,0,0,0,0,22729.99662,10823.23426,21825.85868,11341.48197,55599.73512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  06:00:00,12.2,20.83004203,20.79985205,20.75674795,20.80300831,21.71148637,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-25141.19421,-12399.86698,-24045.38381,-13136.42878,-66759.49512,0,0,0,0,0,25141.19421,12399.86698,24045.38381,13136.42878,66759.49512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  07:00:00,12.8875,20.81615029,20.87601784,20.80180579,20.80446589,21.63630635,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-8079.449394,-5137.675929,-7724.563169,-5415.879152,-30843.50489,0,0,0,0,0,8079.449394,5137.675929,7724.563169,5415.879152,30843.50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  08:00:00,13.9875,22.15657031,22.29096633,22.21329584,22.20059577,22.40971399,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,2771.375904,1126.103873,2590.835004,2221.925347,3539.124601,0,0,0,0,0,816.9734108,0,329.9203052,25.38158716,726.7706077,0,381.6812888,23.8203376,833.5752539,97.06437726,1954.402494,821.5651546,1864.064396,875.6196593,2802.613725,0,0,0,0,0
 10/07  09:00:00,15.4625,22.77599836,23.16259456,22.95913574,22.90484825,22.97929775,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,-803.8263848,-453.2462009,-911.6048857,-382.6395621,-1787.706135,0,0,0,0,0,0,880.3824512,0,456.1240221,0,945.4740987,0,416.5087752,0,1792.234459,76.55606635,2.87782129,33.86921306,21.63112837,4.528324429,0,0,0,0,0
 10/07  10:00:00,16.475,23.63589932,24.04528398,23.8336379,23.79258528,23.68948897,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1554.568831,-948.573837,-1838.343355,-1052.352124,-3274.082226,0,0,0,0,0,0,1249.996515,0,686.5095206,0,1390.719502,0,604.7282711,0,2496.597927,0,0,0,0,0,304.572316,262.0643164,447.6238534,175.0600375,777.4842992
 10/07  11:00:00,17.7,24.09297659,24.69041204,24.28391231,24.27485676,23.92774902,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2455.12834,-1653.436246,-2817.660562,-1815.696941,-4209.724408,0,0,0,0,0,0,1615.318584,0,998.4181736,0,1796.881346,0,794.9177251,0,2820.153837,0,0,0,0,0,839.8097564,655.0180726,1020.779215,454.4172039,1389.570571
 10/07  12:00:00,19.7375,24.4075423,25.1092289,24.58025558,24.57530532,24.06255274,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3105.680025,-2180.059358,-3463.631363,-2368.86043,-4552.22159,0,0,0,0,0,0,1810.659953,0,1202.583341,0,1989.913014,0,895.142081,0,2754.840551,0,0,0,0,0,1295.020072,977.4760169,1473.718349,673.3666952,1797.381038
 10/07  13:00:00,20.9125,24.49696846,24.99706485,24.6735801,24.6769767,24.10288268,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2942.518561,-1895.93449,-3310.281343,-2308.914549,-3969.33637,0,0,0,0,0,0,1653.567459,0,1026.278843,0,1837.783329,0,836.4165351,0,2325.993432,0,0,0,0,0,1288.951102,869.6556467,1472.498014,683.1381471,1643.342939
 10/07  14:00:00,20.7875,24.60961669,24.88265986,24.73263504,24.75894549,24.20182505,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3655.554875,-1961.428509,-3912.735847,-2756.451624,-5071.352509,0,0,0,0,0,0,2018.035766,0,1062.5567,0,2146.894517,0,990.610293,0,2891.168396,0,0,0,0,0,1637.519109,898.8718086,1765.841331,829.8637298,2180.184113
 10/07  15:00:00,19.85,24.73840488,24.79525848,24.7099006,24.86101196,24.29184957,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-3947.568966,-1870.124939,-3886.665695,-2768.946482,-5339.89678,0,0,0,0,0,0,2224.255827,0,1044.120894,0,2194.00619,0,1076.286977,0,3135.231195,0,0,0,0,0,1723.313139,826.0040446,1692.659505,861.1495952,2204.665585
 10/07  16:00:00,19.0875,25.07274721,24.70954042,24.64863086,25.16212316,24.34053229,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-4501.421058,-1675.509851,-3518.66092,-2685.07561,-5033.329693,0,0,0,0,0,0,2550.004493,0,969.0109165,0,2058.714388,0,1225.129078,0,3070.627387,0,0,0,0,0,1951.416565,706.4989349,1459.946532,965.6089207,1962.702307
 10/07  17:00:00,18.525,24.77277345,24.50044938,24.43994886,24.89435828,24.34075188,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-3471.918035,-1291.598548,-2698.827451,-2029.990886,-4352.771777,0,0,0,0,0,0,2071.225906,0,793.3769353,0,1684.51543,0,1015.678865,0,2795.758918,0,0,0,0,0,1400.692129,498.2216132,1014.312021,723.4676324,1557.012859
 10/07  18:00:00,17.6125,24.38468405,24.26383487,24.20849093,24.47116285,24.29818667,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-2457.935459,-982.3742425,-2070.45102,-1414.845523,-3999.214235,0,0,0,0,0,0,1622.267286,0,665.2417029,0,1428.524533,0,772.9190365,0,2724.908679,0,0,0,0,0,835.6681729,317.1325396,641.9264869,427.8803948,1274.305557
 10/07  19:00:00,16.8875,23.89990442,23.8489384,23.73352976,24.02002939,24.00137476,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-824.4879927,-352.5004569,-798.8187964,-367.9969835,-1564.622225,0,0,0,0,0,0,824.4879927,0,352.5004569,0,798.8187964,0,367.9969835,0,1564.622225,0,0,0,0,0,0,0,0,4.684577016,0
 10/07  20:00:00,16.325,23.1932631,23.19013608,23.11505948,23.28852117,23.36631571,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-255.4292582,-103.2733748,-113.3281096,104.8656874,-868.4735529,0,0,0,0,0,0,533.1004075,0,227.3534149,0,463.2439048,0,245.0501077,0,1190.900029,277.6711493,124.0800401,349.9157951,95.60902215,322.4264758,0,0,0,0,0
 10/07  21:00:00,16.1,22.95251949,22.94637479,22.90661205,22.9801099,23.158546,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,169.6936763,88.63185676,245.3581739,393.676745,-318.9110698,0,0,0,0,0,0,339.8417144,0,144.0366494,0,302.1454054,0,153.8268344,0,941.2736007,509.5353907,232.6685062,547.5035794,219.1904863,622.3625309,0,0,0,0,0
 10/07  22:00:00,16.1,22.44006494,22.43512025,22.36149583,22.46713742,22.92546646,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-76184.17669,-34746.33115,-75164.30304,-35576.01257,-147763.424,0,0,0,0,0,76184.17669,34746.33115,75164.30304,35576.01257,147763.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  23:00:00,16.1,22.00830868,22.00616616,21.93553545,22.02857053,22.64312228,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-57065.93269,-26308.62663,-56159.5268,-27006.43332,-116026.892,0,0,0,0,0,57065.93269,26308.62663,56159.5268,27006.43332,116026.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/07  24:00:00,16.475,21.80103491,21.79292894,21.74482837,21.8070019,22.41115084,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-53466.89285,-24751.46849,-52734.86136,-25417.7032,-108873.7976,0,0,0,0,0,53466.89285,24751.46849,52734.86136,25417.7032,108873.7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  01:00:00,17.0125,21.6823138,21.66591746,21.63398178,21.67499164,22.24101469,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-49230.65016,-23106.04162,-48491.7093,-23830.94029,-100982.9383,0,0,0,0,0,49230.65016,23106.04162,48491.7093,23830.94029,100982.9383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  02:00:00,16.8875,21.59899246,21.58023195,21.55574328,21.5845952,22.12589568,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-35988.18311,-17082.62768,-35406.07461,-17669.27756,-74321.63437,0,0,0,0,0,35988.18311,17082.62768,35406.07461,17669.27756,74321.63437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  03:00:00,16.7,21.52839874,21.51025613,21.4881114,21.51210885,22.05298625,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-34017.98215,-16144.23105,-33482.99243,-16685.18381,-70526.89058,0,0,0,0,0,34017.98215,16144.23105,33482.99243,16685.18381,70526.89058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  04:00:00,16.7,21.47186798,21.44817516,21.42845288,21.44944378,21.99811971,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-41784.40082,-19333.72332,-41249.52664,-19831.20719,-84756.57186,0,0,0,0,0,41784.40082,19333.72332,41249.52664,19831.20719,84756.57186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  05:00:00,16.7,21.4370608,21.40757251,21.39073959,21.40839103,21.96223628,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-31438.24005,-14577.80394,-30963.68899,-14971.60325,-64330.62839,0,0,0,0,0,31438.24005,14577.80394,30963.68899,14971.60325,64330.62839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  06:00:00,16.325,21.39054323,21.36822851,21.35159663,21.36854362,21.92281118,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-34924.99,-16560.13536,-34345.05887,-17114.14845,-73750.38835,0,0,0,0,0,34924.99,16560.13536,34345.05887,17114.14845,73750.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  07:00:00,16.475,21.38764627,21.46964665,21.40189076,21.38915978,21.88425823,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-32871.59583,-16255.66545,-32761.37205,-16517.09071,-70462.4816,0,0,0,0,0,32871.59583,16255.66545,32761.37205,16517.09071,70462.4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  08:00:00,16.7,22.4153491,22.73913491,22.51858223,22.45217579,22.52521834,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,0,0,0,0,0,1767.158887,514.9771157,1514.343623,1355.796374,2474.768693,0,0,0,0,0,545.2306101,60.39696658,125.5171553,48.26563123,448.4198507,89.67313441,223.8904926,23.69102541,665.821391,149.7332929,1282.325244,437.7255917,1155.596907,562.7351819,1958.680595,0,0,0,0,0
 10/08  09:00:00,17.0125,23.23807034,23.87909297,23.47677465,23.36350006,23.35588158,11,5,11,5,20,1425.6,615.6,1425.6,615.6,2667.6,422.4,182.4,422.4,182.4,790.4,0,0,0,0,0,-846.3605498,-594.4271437,-974.3306249,-461.7297574,-1691.944862,0,0,0,0,0,0,846.3605498,0,499.0973893,0,919.2831082,0,406.6822407,0,1625.599268,0,0,0,0,0,0,95.32975435,55.04751671,11.1480278,66.34559412
 10/08  10:00:00,17.2,23.86341245,24.34491373,24.05991705,24.02544011,23.82815283,11,5,11,5,20,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-1991.732352,-1255.768919,-2280.048446,-1400.271894,-3772.58761,0,0,0,0,0,0,1418.192944,0,814.4394852,0,1560.981919,0,681.2053671,0,2660.598201,0,0,0,0,0,573.5394078,441.3294335,719.0665271,306.5057899,1111.989409
 10/08  11:00:00,17.8875,24.26940658,24.99932235,24.45942028,24.44634712,24.0382416,11,5,11,5,20,1584,684,1584,684,2964,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2821.046406,-2023.576725,-3201.710217,-2103.781245,-4486.430426,0,0,0,0,0,0,1787.050739,0,1178.30317,0,1977.437042,0,879.5080697,0,2936.02101,0,0,0,0,0,1033.995667,845.2735553,1224.273176,549.5155583,1550.409416
 10/08  12:00:00,18.675,24.46666322,25.16351794,24.64599582,24.64567217,24.15316343,8.8,4,8.8,4,16,1504.8,649.8,1504.8,649.8,2815.8,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3113.216219,-2200.474015,-3492.662918,-2357.499486,-4527.193708,0,0,0,0,0,0,1882.771555,0,1243.833908,0,2072.303554,0,937.1401221,0,2866.560245,0,0,0,0,0,1230.444663,956.6401071,1420.359364,653.2216775,1660.633464
 10/08  13:00:00,18.9,24.61146909,25.10440429,24.66725858,24.67849091,24.17527222,4.4,2,4.4,2,8,1267.2,547.2,1267.2,547.2,2371.2,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-2931.84585,-1916.367685,-3051.914316,-2053.661846,-3679.147612,0,0,0,0,0,0,1777.454778,0,1095.178832,0,1837.588727,0,839.3362571,0,2415.617316,0,0,0,0,0,1154.391071,821.1888524,1214.325589,568.6647489,1263.530296
 10/08  14:00:00,18.525,24.88228693,24.8908579,24.67813889,24.73931049,24.26641235,8.8,4,8.8,4,16,1425.6,615.6,1425.6,615.6,2667.6,950.4,410.4,950.4,410.4,1778.4,0,0,0,0,0,-3972.086203,-1847.620389,-3519.576711,-2404.071038,-4720.61907,0,0,0,0,0,0,2321.488397,0,1071.552088,0,2095.315896,0,979.8102227,0,2979.652813,0,0,0,0,0,1650.597805,776.0683004,1424.260815,687.5023922,1740.966257
 10/08  15:00:00,18.3,25.30904321,24.79485056,24.66704488,25.05266532,24.36580645,11,5,11,5,20,1584,684,1584,684,2964,844.8,364.8,844.8,364.8,1580.8,0,0,0,0,0,-5256.363632,-1786.381365,-3608.496211,-2635.020292,-5198.508377,0,0,0,0,0,0,2950.42645,0,1047.380208,0,2153.977605,0,1180.501687,0,3244.964269,0,0,0,0,0,2305.937182,739.0011567,1454.518606,874.9389534,1953.544109
 10/08  16:00:00,17.9875,25.6080274,24.70272719,24.61181437,25.48109986,24.42278456,11,5,11,5,20,1584,684,1584,684,2964,739.2,319.2,739.2,319.2,1383.2,0,0,0,0,0,-6065.709858,-1606.794525,-3297.752578,-2719.325272,-5033.45394,0,0,0,0,0,0,3346.86234,0,966.588333,0,2018.661156,0,1440.23385,0,3198.764015,0,0,0,0,0,2718.847518,640.2061918,1279.091422,1116.707234,1834.689926
 10/08  17:00:00,17.425,25.53673165,24.55762122,24.48057949,25.59870058,24.43268216,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-5453.615591,-1287.196065,-2636.170016,-2396.110492,-4386.681834,0,0,0,0,0,0,3126.825471,0,823.0178631,0,1723.322477,0,1483.262953,0,2940.062518,0,0,0,0,0,2326.790121,464.1782024,912.847539,1127.115178,1446.619316
 10/08  18:00:00,16.2,24.86401521,24.30025485,24.22551378,24.97995303,24.39300904,11,5,11,5,20,1584,684,1584,684,2964,528,228,528,228,988,0,0,0,0,0,-3469.167548,-935.4955038,-1910.278149,-1560.178587,-3974.881411,0,0,0,0,0,0,2217.689774,0,682.4121846,0,1437.932611,0,1087.833049,0,2875.633136,0,0,0,0,0,1251.477774,253.0833192,472.3455386,661.2788081,1099.248275
 10/08  19:00:00,15.225,24.04226606,23.69678176,23.55539852,24.20432875,23.93120632,5.5,2.5,5.5,2.5,10,950.4,410.4,950.4,410.4,1778.4,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-1022.250772,-419.6345542,-900.5276094,-435.4528751,-1877.923285,0,0,0,0,0,0,1022.250772,0,419.6345542,0,931.793404,0,466.7186696,0,1877.923285,0,0,31.26579457,0,0,0,0,0,12.94987894,0
 10/08  20:00:00,15,23.23835617,23.11989752,23.05483039,23.33887253,23.35203687,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,-151.4290293,23.7913941,173.790027,293.7063486,-575.995499,0,0,0,0,0,0,565.966599,0,206.3116773,0,407.0355967,0,287.1192751,0,1194.638826,414.5375697,230.1030714,580.8256236,133.3672977,618.6433266,0,0,0,0,0
 10/08  21:00:00,14.625,22.96265233,22.91581674,22.8705421,23.00528608,23.18056831,1.1,0.5,1.1,0.5,2,633.6,273.6,633.6,273.6,1185.6,316.8,136.8,316.8,136.8,592.8,0,0,0,0,0,391.1431404,204.416515,512.6556752,619.1679991,-24.85615973,0,0,0,0,0,0,322.7166454,0,128.8042951,0,262.0778323,0,155.5655083,0,964.3902213,713.8597858,333.2208101,774.7335075,303.3694979,939.5340616,0,0,0,0,0
 10/08  22:00:00,14.4,22.30296164,22.27695136,22.18188164,22.36761874,22.88488671,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-209915.0734,-92959.90011,-207348.3489,-95012.00127,-412121.0101,0,0,0,0,0,209915.0734,92959.90011,207348.3489,95012.00127,412121.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  23:00:00,14.0875,21.78598804,21.77149836,21.67381575,21.83500571,22.54882278,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-209383.0881,-92679.46517,-206585.2865,-94514.10265,-423557.1203,0,0,0,0,0,209383.0881,92679.46517,206585.2865,94514.10265,423557.1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/08  24:00:00,13.9,21.46972856,21.4591318,21.37624588,21.49657055,22.25857259,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-203618.196,-90002.92823,-201290.8697,-91467.16256,-412504.1775,0,0,0,0,0,203618.196,90002.92823,201290.8697,91467.16256,412504.1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  01:00:00,13.525,21.25606253,21.24249605,21.17156895,21.2642265,22.07461448,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-191899.9096,-84596.39407,-189895.5903,-85739.47226,-389998.8753,0,0,0,0,0,191899.9096,84596.39407,189895.5903,85739.47226,389998.8753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  02:00:00,12.9875,21.07466375,21.06175152,20.99584122,21.07423771,21.92922194,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-190341.5012,-83679.02781,-188557.4259,-84611.79412,-387017.7504,0,0,0,0,0,190341.5012,83679.02781,188557.4259,84611.79412,387017.7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  03:00:00,12.8,20.94564798,20.92699736,20.86790581,20.93414433,21.82095238,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-176181.7854,-77249.17015,-174569.2286,-78003.17234,-358718.1111,0,0,0,0,0,176181.7854,77249.17015,174569.2286,78003.17234,358718.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  04:00:00,12.8,20.84157395,20.81933531,20.76720952,20.82309363,21.72441584,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-197199.4347,-86319.72978,-195462.1343,-87087.97974,-402403.0604,0,0,0,0,0,197199.4347,86319.72978,195462.1343,87087.97974,402403.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  05:00:00,12.8,20.75430022,20.73104289,20.68290608,20.73281962,21.63611355,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-202052.4564,-88325.12461,-200324.6477,-89045.11492,-412760.6528,0,0,0,0,0,202052.4564,88325.12461,200324.6477,89045.11492,412760.6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  06:00:00,12.8,20.70524409,20.6748542,20.63186364,20.67597512,21.58575679,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-183175.0636,-79840.45941,-181624.5425,-80417.73194,-373128.4904,0,0,0,0,0,183175.0636,79840.45941,181624.5425,80417.73194,373128.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10/09  07:00:00,12.8,20.73444882,21.40314974,20.89173549,20.69909832,21.57015236,0,0,0,0,0,79.2,34.2,79.2,34.2,148.2,21.12,9.12,21.12,9.12,39.52,-125582.3805,-57479.57313,-126683.4619,-55032.98101,-255568.7866,0,0,0,0,0,125582.3805,57479.57313,126683.4619,55032.98101,255568.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
